,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MT.respiration.ATP1A1,9.85E-15,0.435834752,0.805,0.84,3.07E-10,MT.respiration,ATP1A1
MT.respiration.RRBP1,1.93E-11,0.433806105,0.638,0.655,6.03E-07,MT.respiration,RRBP1
MT.respiration.FASN,0.000968263,0.430818902,0.379,0.374,1,MT.respiration,FASN
MT.respiration.NKX2-1,3.37E-11,0.430728767,0.693,0.665,1.05E-06,MT.respiration,NKX2-1
MT.respiration.ASH1L,3.15E-08,0.427917794,0.511,0.485,0.000984295,MT.respiration,ASH1L
MT.respiration.ITGB6,1.40E-05,0.425360453,0.477,0.474,0.43706421,MT.respiration,ITGB6
MT.respiration.PTPRF,2.07E-08,0.42424419,0.657,0.688,0.000646225,MT.respiration,PTPRF
MT.respiration.DYNC1H1,1.75E-07,0.422395119,0.552,0.569,0.005450256,MT.respiration,DYNC1H1
MT.respiration.ATP1B1,5.38E-07,0.420898013,0.862,0.912,0.016785372,MT.respiration,ATP1B1
MT.respiration.KCNE4,3.58E-06,0.417705004,0.182,0.12,0.111574053,MT.respiration,KCNE4
MT.respiration.SLC20A1,0.004496815,0.417455635,0.384,0.4,1,MT.respiration,SLC20A1
MT.respiration.DOCK5,8.06E-05,0.416930102,0.301,0.257,1,MT.respiration,DOCK5
MT.respiration.MT-CO3,1.78E-29,0.416810146,0.995,0.993,5.57E-25,MT.respiration,MT-CO3
MT.respiration.CELF1,8.22E-08,0.416627208,0.545,0.553,0.002564942,MT.respiration,CELF1
MT.respiration.HNRNPH1,1.37E-08,0.414231906,0.615,0.633,0.000428076,MT.respiration,HNRNPH1
MT.respiration.DDX5,2.06E-16,0.413579663,0.895,0.923,6.43E-12,MT.respiration,DDX5
MT.respiration.ALPL,2.37E-07,0.41310888,0.316,0.258,0.00740473,MT.respiration,ALPL
MT.respiration.TXNIP1,2.16E-11,0.412969887,0.74,0.747,6.74E-07,MT.respiration,TXNIP
MT.respiration.PLD3,8.28E-07,0.411517519,0.74,0.79,0.025849608,MT.respiration,PLD3
MT.respiration.PNN,9.91E-06,0.410155568,0.525,0.532,0.309280704,MT.respiration,PNN
MT.respiration.WNK1,2.48E-06,0.410109913,0.592,0.613,0.077299016,MT.respiration,WNK1
MT.respiration.ADGRF5,9.18E-09,0.410004603,0.531,0.474,0.000286555,MT.respiration,ADGRF5
CC.G2M.PTTG11,1.59E-280,2.329780624,0.939,0.176,4.96E-276,CC.G2M,PTTG1
CC.G2M.TUBA1B1,1.56E-210,2.248687012,0.986,0.823,4.88E-206,CC.G2M,TUBA1B
CC.G2M.UBE2C1,1.13E-154,2.149179122,0.702,0.111,3.53E-150,CC.G2M,UBE2C
CC.G2M.HMGB21,6.84E-209,2.089263787,0.891,0.332,2.13E-204,CC.G2M,HMGB2
CC.G2M.UBE2S1,4.11E-218,1.999383746,0.88,0.321,1.28E-213,CC.G2M,UBE2S
CC.G2M.BIRC51,3.68E-272,1.939412947,0.895,0.104,1.15E-267,CC.G2M,BIRC5
CC.G2M.TOP2A1,1.21E-196,1.932411919,0.768,0.098,3.76E-192,CC.G2M,TOP2A
CC.G2M.CENPF1,8.92E-250,1.825655191,0.822,0.064,2.78E-245,CC.G2M,CENPF
CC.G2M.CCNB11,5.92E-231,1.777973769,0.778,0.072,1.85E-226,CC.G2M,CCNB1
CC.G2M.STMN11,1.56E-211,1.755834398,0.963,0.51,4.88E-207,CC.G2M,STMN1
CC.G2M.CKS21,3.48E-167,1.67443174,0.808,0.257,1.08E-162,CC.G2M,CKS2
CC.G2M.LGALS11,3.26E-80,1.663913981,0.852,0.576,1.02E-75,CC.G2M,LGALS1
CC.G2M.H2AFZ1,7.45E-203,1.661109416,0.978,0.77,2.33E-198,CC.G2M,H2AFZ
CC.G2M.S100A21,1.45E-48,1.640359155,0.742,0.488,4.51E-44,CC.G2M,S100A2
CC.G2M.CDC20,1.63E-242,1.606608084,0.79,0.052,5.09E-238,CC.G2M,CDC20
CC.G2M.ARL6IP1,1.20E-177,1.556443351,0.944,0.663,3.75E-173,CC.G2M,ARL6IP1
CC.G2M.CKS1B1,2.75E-173,1.527448218,0.902,0.419,8.59E-169,CC.G2M,CKS1B
CC.G2M.MT2A1,1.55E-59,1.501317466,0.935,0.818,4.84E-55,CC.G2M,MT2A
CC.G2M.CDKN31,2.24E-226,1.472491188,0.779,0.068,6.98E-222,CC.G2M,CDKN3
CC.G2M.HMGN21,2.08E-196,1.43549634,0.987,0.856,6.50E-192,CC.G2M,HMGN2
CC.G2M.KPNA21,6.12E-135,1.39736997,0.743,0.229,1.91E-130,CC.G2M,KPNA2
CC.G2M.HN11,2.78E-99,1.389154458,0.754,0.455,8.68E-95,CC.G2M,HN1
CC.G2M.LSM51,1.78E-173,1.382862447,0.957,0.681,5.56E-169,CC.G2M,LSM5
CC.G2M.TUBB4B1,3.20E-87,1.37040863,0.896,0.65,1.00E-82,CC.G2M,TUBB4B
CC.G2M.CCNB21,1.21E-216,1.351255771,0.749,0.055,3.79E-212,CC.G2M,CCNB2
CC.G2M.HMGA11,5.18E-89,1.24987271,0.882,0.577,1.62E-84,CC.G2M,HMGA1
CC.G2M.TUBA1C1,2.54E-96,1.242158399,0.904,0.651,7.93E-92,CC.G2M,TUBA1C
CC.G2M.HIST1H4C1,5.83E-74,1.208498024,0.825,0.59,1.82E-69,CC.G2M,HIST1H4C
CC.G2M.H2AFV1,7.97E-169,1.179613274,0.949,0.717,2.49E-164,CC.G2M,H2AFV
CC.G2M.HMGB11,2.80E-179,1.166406497,0.993,0.921,8.75E-175,CC.G2M,HMGB1
CC.G2M.DTYMK1,2.60E-168,1.15916705,0.858,0.323,8.12E-164,CC.G2M,DTYMK
CC.G2M.RAN1,3.16E-155,1.143854082,0.977,0.816,9.86E-151,CC.G2M,RAN
CC.G2M.TUBB1,6.10E-105,1.137686465,0.967,0.79,1.90E-100,CC.G2M,TUBB
CC.G2M.CENPW1,3.97E-182,1.12535126,0.772,0.132,1.24E-177,CC.G2M,CENPW
CC.G2M.NUSAP11,6.53E-184,1.106341238,0.671,0.052,2.04E-179,CC.G2M,NUSAP1
CC.G2M.TPX21,1.48E-194,1.093391159,0.693,0.051,4.61E-190,CC.G2M,TPX2
CC.G2M.MKI671,8.39E-190,1.090161943,0.698,0.049,2.62E-185,CC.G2M,MKI67
CC.G2M.MAD2L11,3.20E-189,1.064968927,0.736,0.083,9.98E-185,CC.G2M,MAD2L1
CC.G2M.CCT51,5.65E-86,1.010752588,0.926,0.663,1.76E-81,CC.G2M,CCT5
CC.G2M.ATP5J21,1.14E-58,0.993455768,0.753,0.497,3.57E-54,CC.G2M,ATP5J2
CC.G2M.SKA21,7.25E-141,0.993042646,0.827,0.312,2.26E-136,CC.G2M,SKA2
CC.G2M.CDK11,6.64E-90,0.927415654,0.461,0.07,2.07E-85,CC.G2M,CDK1
CC.G2M.DYNLL11,6.22E-110,0.917436212,0.981,0.862,1.94E-105,CC.G2M,DYNLL1
CC.G2M.KRT181,1.09E-83,0.914021063,0.99,0.957,3.41E-79,CC.G2M,KRT18
CC.G2M.CENPA,4.43E-164,0.909079532,0.591,0.026,1.38E-159,CC.G2M,CENPA
CC.G2M.RANBP11,3.10E-97,0.906683444,0.921,0.672,9.67E-93,CC.G2M,RANBP1
CC.G2M.TK11,1.18E-139,0.901986877,0.728,0.143,3.69E-135,CC.G2M,TK1
CC.G2M.PRC11,1.38E-172,0.890305496,0.647,0.049,4.31E-168,CC.G2M,PRC1
CC.G2M.PTMA1,2.38E-158,0.889276498,0.999,0.997,7.42E-154,CC.G2M,PTMA
CC.G2M.ANLN1,7.63E-149,0.869547937,0.603,0.056,2.38E-144,CC.G2M,ANLN
CC.G2M.AURKA,3.23E-131,0.86929443,0.532,0.05,1.01E-126,CC.G2M,AURKA
CC.G2M.SMC41,5.99E-109,0.866613237,0.761,0.285,1.87E-104,CC.G2M,SMC4
CC.G2M.LSM41,4.54E-115,0.865892025,0.926,0.611,1.42E-110,CC.G2M,LSM4
CC.G2M.MT1E1,2.55E-26,0.86295637,0.759,0.693,7.97E-22,CC.G2M,MT1E
CC.G2M.TROAP,4.65E-184,0.856119158,0.678,0.047,1.45E-179,CC.G2M,TROAP
CC.G2M.SHFM11,2.80E-60,0.851770208,0.757,0.497,8.74E-56,CC.G2M,SHFM1
CC.G2M.PFN11,1.21E-85,0.845585933,0.982,0.914,3.78E-81,CC.G2M,PFN1
CC.G2M.NME11,3.38E-77,0.844669181,0.894,0.608,1.05E-72,CC.G2M,NME1
CC.G2M.SNRPG1,7.72E-99,0.843903089,0.973,0.83,2.41E-94,CC.G2M,SNRPG
CC.G2M.PLK1,2.09E-145,0.838738874,0.54,0.024,6.53E-141,CC.G2M,PLK1
CC.G2M.KRT81,1.69E-59,0.825179155,0.984,0.931,5.27E-55,CC.G2M,KRT8
CC.G2M.MRPL511,2.43E-96,0.820430865,0.945,0.778,7.58E-92,CC.G2M,MRPL51
CC.G2M.ASPM,1.83E-141,0.818985163,0.535,0.022,5.71E-137,CC.G2M,ASPM
CC.G2M.UBE2T1,5.80E-124,0.80906456,0.638,0.14,1.81E-119,CC.G2M,UBE2T
CC.G2M.COX8A1,1.09E-78,0.801829381,0.97,0.882,3.40E-74,CC.G2M,COX8A
CC.G2M.ATP5B1,4.70E-60,0.798342412,0.732,0.418,1.47E-55,CC.G2M,ATP5B
CC.G2M.KIF20B1,3.58E-144,0.797141146,0.618,0.072,1.12E-139,CC.G2M,KIF20B
CC.G2M.CFL11,4.95E-97,0.795319043,0.996,0.957,1.54E-92,CC.G2M,CFL1
CC.G2M.ANP32E,4.10E-83,0.792605309,0.8,0.374,1.28E-78,CC.G2M,ANP32E
CC.G2M.SNRPD11,1.35E-88,0.78911771,0.921,0.667,4.22E-84,CC.G2M,SNRPD1
CC.G2M.GAPDH1,1.35E-71,0.787377145,0.998,0.983,4.21E-67,CC.G2M,GAPDH
CC.G2M.SNRPF1,1.20E-95,0.784737222,0.935,0.712,3.75E-91,CC.G2M,SNRPF
CC.G2M.HSPD11,2.14E-80,0.779645674,0.942,0.74,6.66E-76,CC.G2M,HSPD1
CC.G2M.DEK1,1.23E-94,0.779395518,0.915,0.675,3.85E-90,CC.G2M,DEK
CC.G2M.HMMR,1.10E-141,0.775938729,0.529,0.021,3.45E-137,CC.G2M,HMMR
CC.G2M.CDCA31,1.06E-147,0.773416208,0.57,0.037,3.32E-143,CC.G2M,CDCA3
CC.G2M.CLIC11,1.10E-78,0.770932623,0.972,0.865,3.43E-74,CC.G2M,CLIC1
CC.G2M.CALM21,7.21E-92,0.769202678,0.991,0.966,2.25E-87,CC.G2M,CALM2
CC.G2M.NUCKS1,6.01E-55,0.766715772,0.972,0.852,1.87E-50,CC.G2M,NUCKS1
CC.G2M.HNRNPA2B1,2.82E-113,0.765885905,0.985,0.922,8.81E-109,CC.G2M,HNRNPA2B1
CC.G2M.CYCS1,3.27E-73,0.76484306,0.937,0.742,1.02E-68,CC.G2M,CYCS
CC.G2M.SNRPB1,1.68E-75,0.755048375,0.925,0.725,5.23E-71,CC.G2M,SNRPB
CC.G2M.PHF191,6.71E-127,0.750518801,0.66,0.125,2.09E-122,CC.G2M,PHF19
CC.G2M.HNRNPA11,1.81E-89,0.749804316,0.991,0.909,5.66E-85,CC.G2M,HNRNPA1
CC.G2M.PSME22,3.84E-68,0.748856636,0.925,0.72,1.20E-63,CC.G2M,PSME2
CC.G2M.MZT1,7.50E-125,0.748083196,0.723,0.214,2.34E-120,CC.G2M,MZT1
CC.G2M.PBK1,1.08E-153,0.745063223,0.565,0.035,3.37E-149,CC.G2M,PBK
CC.G2M.S100A161,2.04E-56,0.74282497,0.868,0.724,6.35E-52,CC.G2M,S100A16
CC.G2M.CALM3,5.46E-87,0.739556241,0.884,0.56,1.70E-82,CC.G2M,CALM3
CC.G2M.PTMS,3.78E-63,0.73233183,0.927,0.749,1.18E-58,CC.G2M,PTMS
CC.G2M.C19orf331,1.20E-30,0.725384629,0.801,0.669,3.74E-26,CC.G2M,C19orf33
CC.G2M.NUDT11,7.36E-103,0.724218866,0.773,0.288,2.30E-98,CC.G2M,NUDT1
CC.G2M.AURKB1,4.88E-134,0.719281397,0.534,0.04,1.52E-129,CC.G2M,AURKB
CC.G2M.LDHA1,8.59E-54,0.718252975,0.979,0.928,2.68E-49,CC.G2M,LDHA
CC.G2M.KRT71,4.33E-22,0.716931295,0.886,0.834,1.35E-17,CC.G2M,KRT7
CC.G2M.TACC31,3.28E-145,0.71691923,0.628,0.077,1.02E-140,CC.G2M,TACC3
CC.G2M.GGH1,3.94E-114,0.716908918,0.643,0.153,1.23E-109,CC.G2M,GGH
CC.G2M.NUF21,3.94E-134,0.713665894,0.534,0.026,1.23E-129,CC.G2M,NUF2
CC.G2M.PDCD51,1.57E-51,0.713527712,0.89,0.65,4.91E-47,CC.G2M,PDCD5
CC.G2M.PRKCDBP,4.52E-42,0.710082745,0.51,0.25,1.41E-37,CC.G2M,PRKCDBP
HLA.D.AT2.SFTPD,4.14E-62,1.800483725,0.597,0.269,1.29E-57,HLA.D.AT2,SFTPD
HLA.D.AT2.HLA-DPB11,3.11E-137,1.755134547,0.908,0.505,9.71E-133,HLA.D.AT2,HLA-DPB1
HLA.D.AT2.HLA-DPA11,1.96E-134,1.658513841,0.921,0.537,6.12E-130,HLA.D.AT2,HLA-DPA1
HLA.D.AT2.HLA-DRA1,2.86E-137,1.633730072,0.965,0.679,8.92E-133,HLA.D.AT2,HLA-DRA
HLA.D.AT2.HLA-DRB11,1.48E-110,1.586623737,0.947,0.619,4.61E-106,HLA.D.AT2,HLA-DRB1
HLA.D.AT2.CD742,1.01E-143,1.557230207,0.994,0.832,3.14E-139,HLA.D.AT2,CD74
HLA.D.AT2.SCGB3A2,5.00E-25,1.441794269,0.63,0.461,1.56E-20,HLA.D.AT2,SCGB3A2
HLA.D.AT2.HLA-DRB51,4.91E-37,1.368378735,0.492,0.233,1.53E-32,HLA.D.AT2,HLA-DRB5
HLA.D.AT2.SCGB3A1,2.71E-07,1.349970404,0.599,0.554,0.008453139,HLA.D.AT2,SCGB3A1
HLA.D.AT2.SFTPA2,7.35E-14,1.346450341,0.488,0.351,2.29E-09,HLA.D.AT2,SFTPA2
HLA.D.AT2.HLA-DQA11,2.50E-71,1.297512097,0.643,0.264,7.79E-67,HLA.D.AT2,HLA-DQA1
HLA.D.AT2.SFTPA1,3.78E-20,1.287690395,0.457,0.298,1.18E-15,HLA.D.AT2,SFTPA1
HLA.D.AT2.NAPSA1,6.16E-65,1.199531018,0.892,0.694,1.92E-60,HLA.D.AT2,NAPSA
HLA.D.AT2.SFTPC,0.003869849,1.146606511,0.436,0.413,1,HLA.D.AT2,SFTPC
HLA.D.AT2.HLA-DQB11,2.64E-97,1.129628667,0.882,0.533,8.25E-93,HLA.D.AT2,HLA-DQB1
HLA.D.AT2.HLA-DMA1,5.37E-86,1.107747968,0.866,0.512,1.67E-81,HLA.D.AT2,HLA-DMA
HLA.D.AT2.CTSH,2.80E-40,1.050451449,0.878,0.742,8.73E-36,HLA.D.AT2,CTSH
HLA.D.AT2.FABP51,1.86E-06,0.995655671,0.377,0.327,0.058140227,HLA.D.AT2,FABP5
HLA.D.AT2.C16orf891,2.47E-44,0.990521815,0.77,0.532,7.72E-40,HLA.D.AT2,C16orf89
HLA.D.AT2.HLA-B1,3.67E-67,0.947442606,0.996,0.948,1.15E-62,HLA.D.AT2,HLA-B
HLA.D.AT2.HP,1.38E-12,0.915436859,0.156,0.066,4.32E-08,HLA.D.AT2,HP
HLA.D.AT2.SFTPB1,1.86E-30,0.900822157,0.788,0.586,5.80E-26,HLA.D.AT2,SFTPB
HLA.D.AT2.C4BPA,1.04E-24,0.873103835,0.421,0.206,3.26E-20,HLA.D.AT2,C4BPA
HLA.D.AT2.CYB5A,6.74E-36,0.836793389,0.925,0.799,2.10E-31,HLA.D.AT2,CYB5A
HLA.D.AT2.MGP,2.90E-12,0.835359185,0.465,0.363,9.05E-08,HLA.D.AT2,MGP
HLA.D.AT2.C32,8.34E-20,0.82446388,0.555,0.352,2.60E-15,HLA.D.AT2,C3
HLA.D.AT2.MMP71,7.93E-06,0.801463977,0.397,0.318,0.247329818,HLA.D.AT2,MMP7
HLA.D.AT2.PIGR1,1.09E-40,0.800089598,0.636,0.322,3.39E-36,HLA.D.AT2,PIGR
HLA.D.AT2.HLA-C1,1.82E-46,0.795883837,0.981,0.93,5.69E-42,HLA.D.AT2,HLA-C
HLA.D.AT2.FOLR1,8.21E-33,0.793563053,0.697,0.46,2.56E-28,HLA.D.AT2,FOLR1
HLA.D.AT2.LTF,7.02E-10,0.791827231,0.206,0.1,2.19E-05,HLA.D.AT2,LTF
HLA.D.AT2.NPC2,1.57E-31,0.77841504,0.983,0.957,4.90E-27,HLA.D.AT2,NPC2
HLA.D.AT2.SELENOP,1.30E-15,0.756026807,0.495,0.343,4.07E-11,HLA.D.AT2,SELENOP
HLA.D.AT2.PEBP4,5.40E-37,0.754310874,0.414,0.167,1.68E-32,HLA.D.AT2,PEBP4
HLA.D.AT2.SERPINA1,9.88E-16,0.745487235,0.715,0.619,3.08E-11,HLA.D.AT2,SERPINA1
HLA.D.AT2.HLA-A2,6.78E-45,0.729186378,0.993,0.977,2.12E-40,HLA.D.AT2,HLA-A
HLA.D.AT2.SELENBP1,1.74E-39,0.715609766,0.706,0.399,5.44E-35,HLA.D.AT2,SELENBP1
HLA.D.AT2.APOE,5.14E-06,0.7057338,0.332,0.266,0.160545237,HLA.D.AT2,APOE
HLA.D.AT2.SLPI,0.00213992,0.692363703,0.762,0.764,1,HLA.D.AT2,SLPI
HLA.D.AT2.CXCL17,8.32E-35,0.690238443,0.87,0.687,2.60E-30,HLA.D.AT2,CXCL17
HLA.D.AT2.IFI271,1.67E-35,0.676709281,0.885,0.631,5.22E-31,HLA.D.AT2,IFI27
HLA.D.AT2.LAMP3,3.12E-19,0.675186724,0.291,0.123,9.75E-15,HLA.D.AT2,LAMP3
HLA.D.AT2.HLA-E1,1.32E-47,0.656611789,0.935,0.791,4.10E-43,HLA.D.AT2,HLA-E
HLA.D.AT2.B2M1,5.71E-47,0.65403122,1,0.996,1.78E-42,HLA.D.AT2,B2M
HLA.D.AT2.LRRK2,1.32E-14,0.632144137,0.304,0.149,4.12E-10,HLA.D.AT2,LRRK2
HLA.D.AT2.C1R1,4.36E-21,0.631579478,0.541,0.335,1.36E-16,HLA.D.AT2,C1R
HLA.D.AT2.CLU,4.69E-17,0.625360691,0.726,0.54,1.46E-12,HLA.D.AT2,CLU
HLA.D.AT2.DMBT1,1.51E-22,0.622687319,0.225,0.074,4.72E-18,HLA.D.AT2,DMBT1
HLA.D.AT2.MACROD2,1.72E-24,0.602704961,0.359,0.141,5.38E-20,HLA.D.AT2,MACROD2
HLA.D.AT2.HLA-DMB1,7.43E-49,0.601906111,0.549,0.23,2.32E-44,HLA.D.AT2,HLA-DMB
HLA.D.AT2.CTSE1,2.14E-22,0.600388604,0.446,0.234,6.67E-18,HLA.D.AT2,CTSE
HLA.D.AT2.SLC34A21,6.21E-21,0.592456703,0.848,0.667,1.94E-16,HLA.D.AT2,SLC34A2
HLA.D.AT2.AQP4,1.09E-23,0.586585267,0.335,0.133,3.40E-19,HLA.D.AT2,AQP4
HLA.D.AT2.ABCA31,1.03E-22,0.575286984,0.418,0.214,3.22E-18,HLA.D.AT2,ABCA3
HLA.D.AT2.TFPI,4.95E-16,0.559328074,0.655,0.54,1.54E-11,HLA.D.AT2,TFPI
HLA.D.AT2.NNMT,3.01E-10,0.555903399,0.564,0.434,9.38E-06,HLA.D.AT2,NNMT
HLA.D.AT2.AQP1,5.32E-16,0.550637699,0.418,0.234,1.66E-11,HLA.D.AT2,AQP1
HLA.D.AT2.BST21,2.75E-27,0.545266185,0.747,0.509,8.59E-23,HLA.D.AT2,BST2
HLA.D.AT2.C1S1,1.86E-22,0.539002863,0.542,0.343,5.79E-18,HLA.D.AT2,C1S
HLA.D.AT2.RARRES31,1.36E-13,0.5373356,0.696,0.553,4.25E-09,HLA.D.AT2,RARRES3
HLA.D.AT2.SLC39A8,2.55E-24,0.531570409,0.521,0.301,7.95E-20,HLA.D.AT2,SLC39A8
HLA.D.AT2.HLA-DQA2,4.88E-20,0.528013357,0.232,0.064,1.52E-15,HLA.D.AT2,HLA-DQA2
HLA.D.AT2.RNASE1,4.39E-13,0.524963537,0.868,0.763,1.37E-08,HLA.D.AT2,RNASE1
HLA.D.AT2.SFTA31,2.19E-23,0.509107027,0.785,0.601,6.82E-19,HLA.D.AT2,SFTA3
HLA.D.AT2.PLA2G1B,5.70E-16,0.498535801,0.288,0.119,1.78E-11,HLA.D.AT2,PLA2G1B
HLA.D.AT2.SERPING11,2.45E-21,0.496235652,0.516,0.315,7.64E-17,HLA.D.AT2,SERPING1
HLA.D.AT2.MUC11,3.49E-24,0.487305285,0.941,0.823,1.09E-19,HLA.D.AT2,MUC1
HLA.D.AT2.CPM1,1.32E-22,0.470009317,0.644,0.425,4.13E-18,HLA.D.AT2,CPM
HLA.D.AT2.C11orf96,7.70E-20,0.465983306,0.396,0.218,2.40E-15,HLA.D.AT2,C11orf96
HLA.D.AT2.PGC1,2.70E-17,0.460829799,0.474,0.264,8.42E-13,HLA.D.AT2,PGC
HLA.D.AT2.HSD17B6,2.78E-22,0.454766428,0.266,0.098,8.69E-18,HLA.D.AT2,HSD17B6
HLA.D.AT2.TIMP1,2.63E-06,0.452654616,0.844,0.841,0.082216985,HLA.D.AT2,TIMP1
HLA.D.AT2.MBIP,2.56E-25,0.451775058,0.744,0.566,8.00E-21,HLA.D.AT2,MBIP
HLA.D.AT2.CYP4B11,6.11E-16,0.451136195,0.47,0.287,1.91E-11,HLA.D.AT2,CYP4B1
HLA.D.AT2.ALDH2,3.07E-27,0.449698955,0.79,0.557,9.59E-23,HLA.D.AT2,ALDH2
HLA.D.AT2.STEAP4,6.32E-12,0.445965853,0.506,0.348,1.97E-07,HLA.D.AT2,STEAP4
HLA.D.AT2.HLA-F1,1.77E-23,0.444777838,0.593,0.34,5.52E-19,HLA.D.AT2,HLA-F
HLA.D.AT2.MT-ND32,5.70E-14,0.437098926,0.996,0.981,1.78E-09,HLA.D.AT2,MT-ND3
HLA.D.AT2.CLDN18,2.83E-15,0.420360203,0.207,0.08,8.82E-11,HLA.D.AT2,CLDN18
HLA.D.AT2.EPHX1,1.39E-09,0.413900804,0.682,0.58,4.33E-05,HLA.D.AT2,EPHX1
HLA.D.AT2.AQP31,5.12E-17,0.397498654,0.799,0.579,1.60E-12,HLA.D.AT2,AQP3
HLA.D.AT2.SECISBP2L,5.02E-09,0.39636725,0.397,0.265,0.000156652,HLA.D.AT2,SECISBP2L
HLA.D.AT2.DRAM11,6.44E-25,0.396060173,0.621,0.389,2.01E-20,HLA.D.AT2,DRAM1
HLA.D.AT2.NRGN,3.32E-15,0.392563256,0.27,0.127,1.04E-10,HLA.D.AT2,NRGN
HLA.D.AT2.HLA-DOA,1.70E-32,0.3915555,0.332,0.107,5.31E-28,HLA.D.AT2,HLA-DOA
HLA.D.AT2.SFTA1P,1.72E-09,0.38611998,0.493,0.364,5.37E-05,HLA.D.AT2,SFTA1P
HLA.D.AT2.AKAP131,4.68E-13,0.385120971,0.711,0.552,1.46E-08,HLA.D.AT2,AKAP13
HLA.D.AT2.C21,1.83E-14,0.381259215,0.39,0.213,5.72E-10,HLA.D.AT2,C2
HLA.D.AT2.DHCR24,6.33E-13,0.379252504,0.713,0.574,1.97E-08,HLA.D.AT2,DHCR24
HLA.D.AT2.ZDHHC3,0.000210754,0.377179609,0.473,0.39,1,HLA.D.AT2,ZDHHC3
HLA.D.AT2.RGS16,6.31E-17,0.374897922,0.355,0.179,1.97E-12,HLA.D.AT2,RGS16
HLA.D.AT2.CITED2,7.20E-11,0.374607035,0.723,0.581,2.25E-06,HLA.D.AT2,CITED2
HLA.D.AT2.SEC11C,7.60E-17,0.37215907,0.732,0.59,2.37E-12,HLA.D.AT2,SEC11C
HLA.D.AT2.SLC22A311,1.61E-17,0.369859169,0.581,0.362,5.02E-13,HLA.D.AT2,SLC22A31
HLA.D.AT2.NUPR11,1.36E-13,0.369391118,0.575,0.401,4.25E-09,HLA.D.AT2,NUPR1
HLA.D.AT2.NKX2-11,2.55E-16,0.36782306,0.828,0.658,7.96E-12,HLA.D.AT2,NKX2-1
HLA.D.AT2.TPT1,5.49E-23,0.363981657,0.997,0.988,1.71E-18,HLA.D.AT2,TPT1
HLA.D.AT2.SLC25A52,8.20E-19,0.363739363,0.899,0.795,2.56E-14,HLA.D.AT2,SLC25A5
HLA.D.AT2.DBI2,3.57E-17,0.359948992,0.894,0.825,1.11E-12,HLA.D.AT2,DBI
HLA.D.AT2.MALL,5.86E-14,0.356034183,0.827,0.712,1.83E-09,HLA.D.AT2,MALL
Hypoxia.SLC2A11,1.26E-88,1.525941898,0.734,0.383,3.92E-84,Hypoxia,SLC2A1
Hypoxia.ERO1A,4.38E-102,1.454231427,0.847,0.631,1.37E-97,Hypoxia,ERO1A
Hypoxia.NDRG1,2.82E-106,1.387590297,0.863,0.597,8.79E-102,Hypoxia,NDRG1
Hypoxia.IGFBP3,1.97E-37,1.242439072,0.565,0.294,6.15E-33,Hypoxia,IGFBP3
Hypoxia.EMP3,1.30E-37,1.158216319,0.569,0.355,4.05E-33,Hypoxia,EMP3
Hypoxia.AKAP12,2.55E-25,1.108865075,0.301,0.131,7.96E-21,Hypoxia,AKAP12
Hypoxia.MT1X1,1.81E-17,1.074075886,0.739,0.636,5.63E-13,Hypoxia,MT1X
Hypoxia.EGLN3,3.62E-42,1.020619041,0.494,0.239,1.13E-37,Hypoxia,EGLN3
Hypoxia.SLC2A3,7.04E-33,1.015032674,0.439,0.218,2.20E-28,Hypoxia,SLC2A3
Hypoxia.GAPDH2,1.86E-41,0.979271623,0.997,0.983,5.81E-37,Hypoxia,GAPDH
Hypoxia.LGALS12,1.20E-19,0.923998357,0.716,0.582,3.74E-15,Hypoxia,LGALS1
Hypoxia.UPP1,1.14E-39,0.883821805,0.695,0.495,3.56E-35,Hypoxia,UPP1
Hypoxia.VIM,1.87E-35,0.866718061,0.8,0.644,5.83E-31,Hypoxia,VIM
Hypoxia.SLC3A2,7.86E-33,0.860756888,0.691,0.528,2.45E-28,Hypoxia,SLC3A2
Hypoxia.FAM3C,9.15E-45,0.825626928,0.838,0.681,2.85E-40,Hypoxia,FAM3C
Hypoxia.ADM,3.51E-30,0.817504342,0.431,0.231,1.10E-25,Hypoxia,ADM
Hypoxia.ZFAS1,4.55E-52,0.789988253,0.937,0.867,1.42E-47,Hypoxia,ZFAS1
Hypoxia.PRSS24,5.61E-12,0.761816499,0.313,0.208,1.75E-07,Hypoxia,PRSS2
Hypoxia.PKIB,4.46E-28,0.755277842,0.307,0.138,1.39E-23,Hypoxia,PKIB
Hypoxia.MRPS6,3.71E-29,0.727225507,0.666,0.519,1.16E-24,Hypoxia,MRPS6
Hypoxia.ALDOA2,2.14E-17,0.719014839,0.725,0.609,6.67E-13,Hypoxia,ALDOA
Hypoxia.CLEC2B,6.63E-19,0.711235127,0.446,0.278,2.07E-14,Hypoxia,CLEC2B
Hypoxia.EIF1,8.27E-67,0.704824441,0.999,0.992,2.58E-62,Hypoxia,EIF1
Hypoxia.OSMR,9.08E-29,0.696125376,0.688,0.518,2.83E-24,Hypoxia,OSMR
Hypoxia.ENO2,2.71E-41,0.683065607,0.519,0.264,8.46E-37,Hypoxia,ENO2
Hypoxia.STK17A,7.68E-23,0.676393262,0.57,0.432,2.40E-18,Hypoxia,STK17A
Hypoxia.HILPDA,3.51E-19,0.673655391,0.422,0.272,1.09E-14,Hypoxia,HILPDA
